YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN
2017,3,5,2,0.0
2017,3,5,3,0.0
2017,3,5,4,0.0
2017,3,5,5,0.0
2017,3,5,6,7.52
2017,3,5,7,41.0
2017,3,5,8,93.38
2017,3,5,9,190.95
2017,3,5,10,300.93
2017,3,5,11,425.73
2017,3,5,12,485.08
2017,3,5,13,577.46
2017,3,5,14,530.69
2017,3,5,15,441.09
2017,3,5,16,256.55
2017,3,5,17,87.46
2017,3,5,18,6.01
2017,3,5,19,0.0
2017,3,5,20,0.0
2017,3,5,21,0.0
2017,3,5,22,0.0
2017,3,5,23,0.0
2017,3,6,0,0.0
2017,3,6,1,0.0
2017,3,6,2,0.0
2017,3,6,3,0.0
2017,3,6,4,0.0
2017,3,6,5,0.0
2017,3,6,6,6.42
2017,3,6,7,21.44
2017,3,6,8,42.27
2017,3,6,9,169.41
2017,3,6,10,231.29
2017,3,6,11,471.57
2017,3,6,12,601.98
2017,3,6,13,615.95
2017,3,6,14,517.23
2017,3,6,15,364.21
2017,3,6,16,207.11
2017,3,6,17,65.77
2017,3,6,18,5.55
2017,3,6,19,0.0
2017,3,6,20,0.0
2017,3,6,21,0.0
2017,3,6,22,0.0
2017,3,6,23,0.0
2017,3,7,0,0.0
2017,3,7,1,0.0
2017,3,7,2,0.0
2017,3,7,3,0.0
2017,3,7,4,0.0
2017,3,7,5,0.0
2017,3,7,6,10.09
2017,3,7,7,86.68
2017,3,7,8,149.15
2017,3,7,9,218.85
2017,3,7,10,315.68
2017,3,7,11,427.59
2017,3,7,12,436.64
2017,3,7,13,397.23
2017,3,7,14,255.43
2017,3,7,15,236.9
2017,3,7,16,122.37
2017,3,7,17,46.16
2017,3,7,18,5.83
2017,3,7,19,0.0
2017,3,7,20,0.0
2017,3,7,21,0.0
2017,3,7,22,0.0
2017,3,7,23,0.0
2017,3,8,0,0.0
2017,3,8,1,0.0
2017,3,8,2,0.0
2017,3,8,3,0.0
2017,3,8,4,0.0
2017,3,8,5,0.0
2017,3,8,6,11.2
2017,3,8,7,52.23
2017,3,8,8,67.02
2017,3,8,9,154.2
2017,3,8,10,229.55
2017,3,8,11,346.6
2017,3,8,12,348.52
2017,3,8,13,317.27
2017,3,8,14,309.28
2017,3,8,15,245.21
2017,3,8,16,156.95
2017,3,8,17,70.59
2017,3,8,18,0.0
2017,3,8,19,0.0
2017,3,8,20,0.0
2017,3,8,21,0.0
2017,3,8,22,0.0
2017,3,8,23,0.0
2017,3,9,0,0.0
2017,3,9,1,0.0
2017,3,9,2,0.0
2017,3,9,3,0.0
2017,3,9,4,0.0
2017,3,9,5,0.0
2017,3,9,6,16.34
2017,3,9,7,83.12
2017,3,9,8,181.84
2017,3,9,9,314.11
2017,3,9,10,466.77
2017,3,9,11,520.55
2017,3,9,12,663.38
2017,3,9,13,633.89
2017,3,9,14,569.57
2017,3,9,15,437.71
2017,3,9,16,276.3
2017,3,9,17,96.88
2017,3,9,18,0.0
2017,3,9,19,0.0
2017,3,9,20,0.0
2017,3,9,21,0.0
2017,3,9,22,0.0
2017,3,9,23,0.0
2017,3,10,0,0.0
2017,3,10,1,0.0
2017,3,10,2,0.0
2017,3,10,3,0.0
2017,3,10,4,0.0
2017,3,10,5,0.0
2017,3,10,6,6.66
2017,3,10,7,19.76
2017,3,10,8,37.8
2017,3,10,9,137.88
2017,3,10,10,170.52
2017,3,10,11,448.94
2017,3,10,12,423.41
2017,3,10,13,328.15
2017,3,10,14,562.98
2017,3,10,15,472.66
2017,3,10,16,270.09
2017,3,10,17,98.58
2017,3,10,18,0.0
2017,3,10,19,0.0
2017,3,10,20,0.0
2017,3,10,21,0.0
2017,3,10,22,0.0
2017,3,10,23,0.0
2017,3,11,0,0.0
2017,3,11,1,0.0
2017,3,11,2,0.0
2017,3,11,3,0.0
2017,3,11,4,0.0
2017,3,11,5,0.0
2017,3,11,6,8.59
2017,3,11,7,55.42
2017,3,11,8,153.58
2017,3,11,9,144.76
2017,3,11,10,158.59
2017,3,11,11,110.98
2017,3,11,12,108.7
2017,3,11,13,159.17
2017,3,11,14,476.99
2017,3,11,15,492.0
2017,3,11,16,284.42
2017,3,11,17,98.35
2017,3,11,18,0.0
2017,3,11,19,0.0
2017,3,11,20,0.0
2017,3,11,21,0.0
2017,3,11,22,0.0
2017,3,11,23,0.0
2017,3,12,0,0.0
2017,3,12,1,0.0
2017,3,12,2,0.0
2017,3,12,3,0.0
2017,3,12,4,0.0
2017,3,12,5,0.0
2017,3,12,6,15.3
2017,3,12,7,86.08
2017,3,12,8,181.8
2017,3,12,9,250.57
2017,3,12,10,364.89
2017,3,12,11,504.91
2017,3,12,12,542.4
2017,3,12,13,623.01
2017,3,12,14,567.3
2017,3,12,15,491.24
2017,3,12,16,294.34
2017,3,12,17,113.69
2017,3,12,18,0.0
2017,3,12,19,0.0
2017,3,12,20,0.0
2017,3,12,21,0.0
2017,3,12,22,0.0
2017,3,12,23,0.0
2017,3,13,0,0.0
2017,3,13,1,0.0
2017,3,13,2,0.0
2017,3,13,3,0.0
2017,3,13,4,0.0
2017,3,13,5,0.0
2017,3,13,6,22.37
2017,3,13,7,124.5
2017,3,13,8,260.63
2017,3,13,9,490.53
2017,3,13,10,609.36
2017,3,13,11,818.41
2017,3,13,12,788.56
2017,3,13,13,678.72
2017,3,13,14,583.47
2017,3,13,15,457.45
2017,3,13,16,255.52
2017,3,13,17,87.58
2017,3,13,18,0.0
2017,3,13,19,0.0
2017,3,13,20,0.0
2017,3,13,21,0.0
2017,3,13,22,0.0
2017,3,13,23,0.0
2017,3,14,0,0.0
2017,3,14,1,0.0
2017,3,14,2,0.0
2017,3,14,3,0.0
2017,3,14,4,0.0
2017,3,14,5,0.0
2017,3,14,6,13.98
2017,3,14,7,99.0
2017,3,14,8,241.52
2017,3,14,9,473.99
2017,3,14,10,616.05
2017,3,14,11,600.73
2017,3,14,12,732.84
2017,3,14,13,735.12
2017,3,14,14,688.74
2017,3,14,15,443.1
2017,3,14,16,243.55
2017,3,14,17,91.59
2017,3,14,18,0.0
2017,3,14,19,0.0
2017,3,14,20,0.0
2017,3,14,21,0.0
2017,3,14,22,0.0
2017,3,14,23,0.0
2017,3,15,0,0.0
2017,3,15,1,0.0
2017,3,15,2,0.0
2017,3,15,3,0.0
2017,3,15,4,0.0
2017,3,15,5,0.0
2017,3,15,6,7.07
2017,3,15,7,20.09
2017,3,15,8,32.3
2017,3,15,9,92.33
2017,3,15,10,143.04
2017,3,15,11,434.35
2017,3,15,12,545.14
2017,3,15,13,584.4
2017,3,15,14,603.35
2017,3,15,15,551.23
2017,3,15,16,327.82
2017,3,15,17,114.01
2017,3,15,18,0.0
2017,3,15,19,0.0
2017,3,15,20,0.0
2017,3,15,21,0.0
2017,3,15,22,0.0
2017,3,15,23,0.0
2017,3,16,0,0.0
2017,3,16,1,0.0
2017,3,16,2,0.0
2017,3,16,3,0.0
2017,3,16,4,0.0
2017,3,16,5,0.0
2017,3,16,6,32.28
2017,3,16,7,232.52
2017,3,16,8,476.91
2017,3,16,9,700.91
2017,3,16,10,883.91
2017,3,16,11,940.37
2017,3,16,12,901.0
2017,3,16,13,823.6
2017,3,16,14,669.29
2017,3,16,15,537.79
2017,3,16,16,332.54
2017,3,16,17,118.92
2017,3,16,18,0.0
2017,3,16,19,0.0
2017,3,16,20,0.0
2017,3,16,21,0.0
2017,3,16,22,0.0
2017,3,16,23,0.0
2017,3,17,0,0.0
2017,3,17,1,0.0
2017,3,17,2,0.0
2017,3,17,3,0.0
2017,3,17,4,0.0
2017,3,17,5,0.0
2017,3,17,6,32.4
2017,3,17,7,182.82
2017,3,17,8,383.05
2017,3,17,9,688.45
2017,3,17,10,830.34
2017,3,17,11,935.03
2017,3,17,12,883.27
2017,3,17,13,766.12
2017,3,17,14,677.13
2017,3,17,15,509.24
2017,3,17,16,308.29
2017,3,17,17,107.02
2017,3,17,18,0.0
2017,3,17,19,0.0
2017,3,17,20,0.0
2017,3,17,21,0.0
2017,3,17,22,0.0
2017,3,17,23,0.0
2017,3,18,0,0.0
2017,3,18,1,0.0
2017,3,18,2,0.0
2017,3,18,3,0.0
2017,3,18,4,0.0
2017,3,18,5,0.0
2017,3,18,6,18.54
2017,3,18,7,98.17
2017,3,18,8,207.2
2017,3,18,9,407.28
2017,3,18,10,608.97
2017,3,18,11,714.5
2017,3,18,12,610.45
2017,3,18,13,313.32
2017,3,18,14,310.47
2017,3,18,15,115.83
2017,3,18,16,87.15
2017,3,18,17,34.83
2017,3,18,18,0.0
2017,3,18,19,0.0
2017,3,18,20,0.0
2017,3,18,21,0.0
2017,3,18,22,0.0
2017,3,18,23,0.0
2017,3,19,0,0.0
2017,3,19,1,0.0
2017,3,19,2,0.0
2017,3,19,3,0.0
2017,3,19,4,0.0
2017,3,19,5,0.0
2017,3,19,6,10.85
2017,3,19,7,46.59
2017,3,19,8,147.41
2017,3,19,9,193.32
2017,3,19,10,264.74
2017,3,19,11,314.68
2017,3,19,12,422.95
2017,3,19,13,324.62
2017,3,19,14,233.19
2017,3,19,15,218.02
2017,3,19,16,128.42
2017,3,19,17,65.41
2017,3,19,18,0.0
2017,3,19,19,0.0
2017,3,19,20,0.0
2017,3,19,21,0.0
2017,3,19,22,0.0
2017,3,19,23,0.0
2017,3,20,0,0.0
2017,3,20,1,0.0
2017,3,20,2,0.0
2017,3,20,3,0.0
2017,3,20,4,0.0
2017,3,20,5,0.0
2017,3,20,6,12.67
2017,3,20,7,85.41
2017,3,20,8,159.44
2017,3,20,9,206.12
2017,3,20,10,275.56
2017,3,20,11,544.62
2017,3,20,12,604.4
2017,3,20,13,523.88
2017,3,20,14,469.11
2017,3,20,15,384.77
2017,3,20,16,238.05
2017,3,20,17,86.21
2017,3,20,18,0.0
2017,3,20,19,0.0
2017,3,20,20,0.0
2017,3,20,21,0.0
2017,3,20,22,0.0
2017,3,20,23,0.0
2017,3,21,0,0.0
2017,3,21,1,0.0
2017,3,21,2,0.0
2017,3,21,3,0.0
2017,3,21,4,0.0
2017,3,21,5,0.0
2017,3,21,6,10.09
2017,3,21,7,59.71
2017,3,21,8,153.46
2017,3,21,9,359.91
2017,3,21,10,580.9
2017,3,21,11,676.27
2017,3,21,12,824.27
2017,3,21,13,805.06
2017,3,21,14,671.88
2017,3,21,15,535.45
2017,3,21,16,310.62
2017,3,21,17,103.83
2017,3,21,18,0.0
2017,3,21,19,0.0
2017,3,21,20,0.0
2017,3,21,21,0.0
2017,3,21,22,0.0
2017,3,21,23,0.0
2017,3,22,0,0.0
2017,3,22,1,0.0
2017,3,22,2,0.0
2017,3,22,3,0.0
2017,3,22,4,0.0
2017,3,22,5,0.0
2017,3,22,6,10.1
2017,3,22,7,46.59
2017,3,22,8,57.08
2017,3,22,9,79.79
2017,3,22,10,62.13
2017,3,22,11,85.8
2017,3,22,12,105.16
2017,3,22,13,143.77
2017,3,22,14,314.34
2017,3,22,15,235.88
2017,3,22,16,153.22
2017,3,22,17,55.31
2017,3,22,18,0.0
2017,3,22,19,0.0
2017,3,22,20,0.0
2017,3,22,21,0.0
2017,3,22,22,0.0
2017,3,22,23,0.0
2017,3,23,0,0.0
2017,3,23,1,0.0
2017,3,23,2,0.0
2017,3,23,3,0.0
2017,3,23,4,0.0
2017,3,23,5,0.0
2017,3,23,6,32.91
2017,3,23,7,183.38
2017,3,23,8,362.86
2017,3,23,9,568.4
2017,3,23,10,688.73
2017,3,23,11,750.09
2017,3,23,12,886.02
2017,3,23,13,827.2
2017,3,23,14,667.34
2017,3,23,15,502.66
2017,3,23,16,305.43
2017,3,23,17,110.65
2017,3,23,18,0.0
2017,3,23,19,0.0
2017,3,23,20,0.0
2017,3,23,21,0.0
2017,3,23,22,0.0
2017,3,23,23,0.0
2017,3,24,0,0.0
2017,3,24,1,0.0
2017,3,24,2,0.0
2017,3,24,3,0.0
2017,3,24,4,0.0
2017,3,24,5,0.0
2017,3,24,6,9.77
2017,3,24,7,44.8
2017,3,24,8,57.38
2017,3,24,9,93.03
2017,3,24,10,166.09
2017,3,24,11,476.71
2017,3,24,12,590.08
2017,3,24,13,523.38
2017,3,24,14,444.49
2017,3,24,15,339.47
2017,3,24,16,202.77
2017,3,24,17,77.21
2017,3,24,18,0.0
2017,3,24,19,0.0
2017,3,24,20,0.0
2017,3,24,21,0.0
2017,3,24,22,0.0
2017,3,24,23,0.0
2017,3,25,0,0.0
2017,3,25,1,0.0
2017,3,25,2,0.0
2017,3,25,3,0.0
2017,3,25,4,0.0
2017,3,25,5,0.0
2017,3,25,6,29.12
2017,3,25,7,180.53
2017,3,25,8,376.2
2017,3,25,9,517.87
2017,3,25,10,611.95
2017,3,25,11,649.48
2017,3,25,12,673.51
2017,3,25,13,529.93
2017,3,25,14,383.29
2017,3,25,15,312.94
2017,3,25,16,204.8
2017,3,25,17,73.62
2017,3,25,18,0.0
2017,3,25,19,0.0
2017,3,25,20,0.0
2017,3,25,21,0.0
2017,3,25,22,0.0
2017,3,25,23,0.0
2017,3,26,0,0.0
2017,3,26,1,0.0
2017,3,26,2,0.0
2017,3,26,3,0.0
2017,3,26,4,0.0
2017,3,26,5,0.0
2017,3,26,6,17.48
2017,3,26,7,93.55
2017,3,26,8,202.2
2017,3,26,9,378.64
2017,3,26,10,499.74
2017,3,26,11,580.86
2017,3,26,12,551.38
2017,3,26,13,402.28
2017,3,26,14,175.89
2017,3,26,15,97.04
2017,3,26,16,58.2
2017,3,26,17,25.97
2017,3,26,18,0.0
2017,3,26,19,0.0
2017,3,26,20,0.0
2017,3,26,21,0.0
2017,3,26,22,0.0
2017,3,26,23,0.0
2017,3,27,0,0.0
2017,3,27,1,0.0
2017,3,27,2,0.0
2017,3,27,3,0.0
2017,3,27,4,0.0
2017,3,27,5,0.0
2017,3,27,6,10.17
2017,3,27,7,36.46
2017,3,27,8,62.41
2017,3,27,9,201.48
2017,3,27,10,217.66
2017,3,27,11,453.48
2017,3,27,12,470.71
2017,3,27,13,357.39
2017,3,27,14,279.52
2017,3,27,15,272.2
2017,3,27,16,139.31
2017,3,27,17,68.05
2017,3,27,18,0.0
2017,3,27,19,0.0
2017,3,27,20,0.0
2017,3,27,21,0.0
2017,3,27,22,0.0
2017,3,27,23,0.0
2017,3,28,0,0.0
2017,3,28,1,0.0
2017,3,28,2,0.0
2017,3,28,3,0.0
2017,3,28,4,0.0
2017,3,28,5,0.0
2017,3,28,6,24.39
2017,3,28,7,142.47
2017,3,28,8,301.88
2017,3,28,9,514.99
2017,3,28,10,641.09
2017,3,28,11,747.89
2017,3,28,12,741.77
2017,3,28,13,745.59
2017,3,28,14,689.76
2017,3,28,15,519.94
2017,3,28,16,307.38
2017,3,28,17,94.3
2017,3,28,18,0.0
2017,3,28,19,0.0
2017,3,28,20,0.0
2017,3,28,21,0.0
2017,3,28,22,0.0
2017,3,28,23,0.0
2017,3,29,0,0.0
2017,3,29,1,0.0
2017,3,29,2,0.0
2017,3,29,3,0.0
2017,3,29,4,0.0
2017,3,29,5,0.0
2017,3,29,6,6.71
2017,3,29,7,31.16
2017,3,29,8,89.62
2017,3,29,9,165.05
2017,3,29,10,200.02
2017,3,29,11,378.54
2017,3,29,12,517.62
2017,3,29,13,520.84
2017,3,29,14,489.01
2017,3,29,15,391.77
2017,3,29,16,210.04
2017,3,29,17,67.34
2017,3,29,18,0.0
2017,3,29,19,0.0
2017,3,29,20,0.0
2017,3,29,21,0.0
2017,3,29,22,0.0
2017,3,29,23,0.0
2017,3,30,0,0.0
2017,3,30,1,0.0
2017,3,30,2,0.0
2017,3,30,3,0.0
2017,3,30,4,0.0
2017,3,30,5,0.0
2017,3,30,6,25.75
2017,3,30,7,136.79
2017,3,30,8,278.75
2017,3,30,9,408.8
2017,3,30,10,571.0
2017,3,30,11,548.25
2017,3,30,12,789.45
2017,3,30,13,785.42
2017,3,30,14,648.27
2017,3,30,15,484.55
2017,3,30,16,273.3
2017,3,30,17,90.07
2017,3,30,18,0.0
2017,3,30,19,0.0
2017,3,30,20,0.0
2017,3,30,21,0.0
2017,3,30,22,0.0
2017,3,30,23,0.0
2017,3,31,0,0.0
2017,3,31,1,0.0
2017,3,31,2,0.0
2017,3,31,3,0.0
2017,3,31,4,0.0
2017,3,31,5,0.0
2017,3,31,6,12.59
2017,3,31,7,51.77
2017,3,31,8,135.88
2017,3,31,9,203.7
2017,3,31,10,253.2
2017,3,31,11,451.41
2017,3,31,12,579.35
2017,3,31,13,526.95
2017,3,31,14,537.09
2017,3,31,15,420.22
2017,3,31,16,245.77
2017,3,31,17,77.76
2017,3,31,18,0.0
2017,3,31,19,0.0
2017,3,31,20,0.0
2017,3,31,21,0.0
2017,3,31,22,0.0
2017,3,31,23,0.0
2017,4,1,0,0.0
2017,4,1,1,0.0
2017,4,1,2,0.0
2017,4,1,3,0.0
2017,4,1,4,0.0
2017,4,1,5,0.0
2017,4,1,6,17.19
2017,4,1,7,100.06
2017,4,1,8,202.41
2017,4,1,9,302.87
2017,4,1,10,492.12
2017,4,1,11,535.95
2017,4,1,12,636.61
2017,4,1,13,610.04
2017,4,1,14,477.22
2017,4,1,15,460.93
2017,4,1,16,272.91
2017,4,1,17,79.88
2017,4,1,18,0.0
2017,4,1,19,0.0
2017,4,1,20,0.0
2017,4,1,21,0.0
2017,4,1,22,0.0
2017,4,1,23,0.0
2017,4,2,0,0.0
2017,4,2,1,0.0
2017,4,2,2,0.0
2017,4,2,3,0.0
2017,4,2,4,0.0
2017,4,2,5,0.0
2017,4,2,6,24.79
2017,4,2,7,129.8
2017,4,2,8,285.01
2017,4,2,9,413.69
2017,4,2,10,534.62
2017,4,2,11,686.12
2017,4,2,12,673.21
2017,4,2,13,625.88
2017,4,2,14,633.2
2017,4,2,15,385.14
2017,4,2,16,202.21
2017,4,2,17,57.96
2017,4,2,18,0.0
2017,4,2,19,0.0
2017,4,2,20,0.0
2017,4,2,21,0.0
2017,4,2,22,0.0
2017,4,2,23,0.0
2017,4,3,0,0.0
2017,4,3,1,0.0
2017,4,3,2,0.0
2017,4,3,3,0.0
2017,4,3,4,0.0
2017,4,3,5,0.0
2017,4,3,6,19.7
2017,4,3,7,101.01
2017,4,3,8,226.23
2017,4,3,9,292.27
2017,4,3,10,388.22
2017,4,3,11,622.41
2017,4,3,12,696.08
2017,4,3,13,702.88
2017,4,3,14,661.04
2017,4,3,15,438.67
2017,4,3,16,253.65
2017,4,3,17,74.91
2017,4,3,18,0.0
2017,4,3,19,0.0
2017,4,3,20,0.0
2017,4,3,21,0.0
2017,4,3,22,0.0
2017,4,3,23,0.0
2017,4,4,0,0.0
2017,4,4,1,0.0
2017,4,4,2,0.0
2017,4,4,3,0.0
2017,4,4,4,0.0
2017,4,4,5,0.0
2017,4,4,6,40.15
2017,4,4,7,232.54
2017,4,4,8,478.27
2017,4,4,9,729.91
2017,4,4,10,808.52
2017,4,4,11,923.16
2017,4,4,12,790.82
2017,4,4,13,745.23
2017,4,4,14,537.09
2017,4,4,15,322.59
2017,4,4,16,132.52
2017,4,4,17,67.81
2017,4,4,18,0.0
2017,4,4,19,0.0
2017,4,4,20,0.0
2017,4,4,21,0.0
2017,4,4,22,0.0
2017,4,4,23,0.0
2017,4,5,0,0.0
2017,4,5,1,0.0
2017,4,5,2,0.0
2017,4,5,3,0.0
2017,4,5,4,0.0
2017,4,5,5,0.0
2017,4,5,6,26.55
2017,4,5,7,139.1
2017,4,5,8,282.89
2017,4,5,9,478.38
2017,4,5,10,632.87
2017,4,5,11,850.47
2017,4,5,12,716.59
2017,4,5,13,684.98
2017,4,5,14,569.78
2017,4,5,15,447.76
2017,4,5,16,260.4
2017,4,5,17,68.02
2017,4,5,18,0.0
2017,4,5,19,0.0
2017,4,5,20,0.0
2017,4,5,21,0.0
2017,4,5,22,0.0
2017,4,5,23,0.0
2017,4,6,0,0.0
2017,4,6,1,0.0
2017,4,6,2,0.0
2017,4,6,3,0.0
2017,4,6,4,0.0
2017,4,6,5,0.0
2017,4,6,6,30.55
2017,4,6,7,172.72
2017,4,6,8,377.98
2017,4,6,9,584.95
2017,4,6,10,753.8
2017,4,6,11,760.36
2017,4,6,12,626.31
2017,4,6,13,649.8
2017,4,6,14,538.85
2017,4,6,15,455.08
2017,4,6,16,272.83
2017,4,6,17,76.02
2017,4,6,18,0.0
2017,4,6,19,0.0
2017,4,6,20,0.0
2017,4,6,21,0.0
2017,4,6,22,0.0
2017,4,6,23,0.0
2017,4,7,0,0.0
2017,4,7,1,0.0
2017,4,7,2,0.0
2017,4,7,3,0.0
2017,4,7,4,0.0
2017,4,7,5,0.0
2017,4,7,6,25.02
2017,4,7,7,101.86
2017,4,7,8,280.25
2017,4,7,9,479.04
2017,4,7,10,616.52
2017,4,7,11,643.02
2017,4,7,12,576.56
2017,4,7,13,538.3
2017,4,7,14,432.69
2017,4,7,15,223.3
2017,4,7,16,97.68
2017,4,7,17,33.61
2017,4,7,18,0.0
2017,4,7,19,0.0
2017,4,7,20,0.0
2017,4,7,21,0.0
2017,4,7,22,0.0
2017,4,7,23,0.0
2017,4,8,0,0.0
2017,4,8,1,0.0
2017,4,8,2,0.0
2017,4,8,3,0.0
2017,4,8,4,0.0
2017,4,8,5,0.0
2017,4,8,6,32.59
2017,4,8,7,182.15
2017,4,8,8,363.18
2017,4,8,9,531.59
2017,4,8,10,657.47
2017,4,8,11,666.47
2017,4,8,12,628.27
2017,4,8,13,575.62
2017,4,8,14,441.58
2017,4,8,15,350.25
2017,4,8,16,181.35
2017,4,8,17,52.34
2017,4,8,18,0.0
2017,4,8,19,0.0
2017,4,8,20,0.0
2017,4,8,21,0.0
2017,4,8,22,0.0
2017,4,8,23,0.0
2017,4,9,0,0.0
2017,4,9,1,0.0
2017,4,9,2,0.0
2017,4,9,3,0.0
2017,4,9,4,0.0
2017,4,9,5,0.0
2017,4,9,6,17.01
2017,4,9,7,96.56
2017,4,9,8,190.94
2017,4,9,9,142.21
2017,4,9,10,121.29
2017,4,9,11,77.44
2017,4,9,12,59.88
2017,4,9,13,55.43
2017,4,9,14,207.95
2017,4,9,15,189.33
2017,4,9,16,95.95
2017,4,9,17,32.27
2017,4,9,18,0.0
2017,4,9,19,0.0
2017,4,9,20,0.0
2017,4,9,21,0.0
2017,4,9,22,0.0
2017,4,9,23,0.0
2017,4,10,0,0.0
2017,4,10,1,0.0
2017,4,10,2,0.0
2017,4,10,3,0.0
2017,4,10,4,0.0
2017,4,10,5,0.0
2017,4,10,6,35.65
2017,4,10,7,184.0
2017,4,10,8,350.84
2017,4,10,9,569.5
2017,4,10,10,762.2
2017,4,10,11,793.42
2017,4,10,12,832.35
2017,4,10,13,746.3
2017,4,10,14,587.03
2017,4,10,15,400.13
2017,4,10,16,219.11
2017,4,10,17,62.64
2017,4,10,18,0.0
2017,4,10,19,0.0
2017,4,10,20,0.0
2017,4,10,21,0.0
2017,4,10,22,0.0
2017,4,10,23,0.0
2017,4,11,0,0.0
2017,4,11,1,0.0
2017,4,11,2,0.0
2017,4,11,3,0.0
2017,4,11,4,0.0
2017,4,11,5,0.0
2017,4,11,6,15.67
2017,4,11,7,83.88
2017,4,11,8,128.19
2017,4,11,9,307.56
2017,4,11,10,430.27
2017,4,11,11,665.97
2017,4,11,12,780.27
2017,4,11,13,714.34
2017,4,11,14,551.24
2017,4,11,15,335.57
2017,4,11,16,175.18
2017,4,11,17,50.81
2017,4,11,18,0.0
2017,4,11,19,0.0
2017,4,11,20,0.0
2017,4,11,21,0.0
2017,4,11,22,0.0
2017,4,11,23,0.0
2017,4,12,0,0.0
2017,4,12,1,0.0
2017,4,12,2,0.0
2017,4,12,3,0.0
2017,4,12,4,0.0
2017,4,12,5,0.0
2017,4,12,6,8.11
2017,4,12,7,33.27
2017,4,12,8,136.13
2017,4,12,9,222.46
2017,4,12,10,275.45
2017,4,12,11,286.06
2017,4,12,12,473.58
2017,4,12,13,292.43
2017,4,12,14,194.51
2017,4,12,15,144.02
2017,4,12,16,70.94
2017,4,12,17,25.96
2017,4,12,18,0.0
2017,4,12,19,0.0
2017,4,12,20,0.0
2017,4,12,21,0.0
2017,4,12,22,0.0
2017,4,12,23,0.0
2017,4,13,0,0.0
2017,4,13,1,0.0
2017,4,13,2,0.0
2017,4,13,3,0.0
2017,4,13,4,0.0
2017,4,13,5,0.0
2017,4,13,6,27.38
2017,4,13,7,148.0
2017,4,13,8,320.52
2017,4,13,9,473.67
2017,4,13,10,583.16
2017,4,13,11,721.65
2017,4,13,12,728.26
2017,4,13,13,673.7
2017,4,13,14,533.97
2017,4,13,15,435.38
2017,4,13,16,232.44
2017,4,13,17,65.18
2017,4,13,18,0.0
2017,4,13,19,0.0
2017,4,13,20,0.0
2017,4,13,21,0.0
2017,4,13,22,0.0
2017,4,13,23,0.0
2017,4,14,0,0.0
2017,4,14,1,0.0
2017,4,14,2,0.0
2017,4,14,3,0.0
2017,4,14,4,0.0
2017,4,14,5,0.0
2017,4,14,6,19.33
2017,4,14,7,116.7
2017,4,14,8,229.96
2017,4,14,9,323.89
2017,4,14,10,436.91
2017,4,14,11,597.05
2017,4,14,12,637.3
2017,4,14,13,616.56
2017,4,14,14,480.93
2017,4,14,15,339.84
2017,4,14,16,167.18
2017,4,14,17,48.34
2017,4,14,18,0.0
2017,4,14,19,0.0
2017,4,14,20,0.0
2017,4,14,21,0.0
2017,4,14,22,0.0
2017,4,14,23,0.0
2017,4,15,0,0.0
2017,4,15,1,0.0
2017,4,15,2,0.0
2017,4,15,3,0.0
2017,4,15,4,0.0
2017,4,15,5,0.0
2017,4,15,6,19.55
2017,4,15,7,98.58
2017,4,15,8,207.3
2017,4,15,9,340.39
2017,4,15,10,472.2
2017,4,15,11,464.01
2017,4,15,12,578.67
2017,4,15,13,563.77
2017,4,15,14,466.39
2017,4,15,15,445.84
2017,4,15,16,248.15
2017,4,15,17,61.46
2017,4,15,18,0.0
2017,4,15,19,0.0
2017,4,15,20,0.0
2017,4,15,21,0.0
2017,4,15,22,0.0
2017,4,15,23,0.0
2017,4,16,0,0.0
2017,4,16,1,0.0
2017,4,16,2,0.0
2017,4,16,3,0.0
2017,4,16,4,0.0
2017,4,16,5,0.0
2017,4,16,6,20.72
2017,4,16,7,105.53
2017,4,16,8,215.82
2017,4,16,9,242.3
2017,4,16,10,322.84
2017,4,16,11,492.97
2017,4,16,12,652.75
2017,4,16,13,695.09
2017,4,16,14,535.98
2017,4,16,15,458.27
2017,4,16,16,226.29
2017,4,16,17,72.3
2017,4,16,18,0.0
2017,4,16,19,0.0
2017,4,16,20,0.0
2017,4,16,21,0.0
2017,4,16,22,0.0
2017,4,16,23,0.0
2017,4,17,0,0.0
2017,4,17,1,0.0
2017,4,17,2,0.0
2017,4,17,3,0.0
2017,4,17,4,0.0
2017,4,17,5,0.0
2017,4,17,6,23.23
2017,4,17,7,126.38
2017,4,17,8,256.98
2017,4,17,9,344.97
2017,4,17,10,422.54
2017,4,17,11,537.62
2017,4,17,12,617.33
2017,4,17,13,645.23
2017,4,17,14,551.06
2017,4,17,15,456.24
2017,4,17,16,264.11
2017,4,17,17,65.4
2017,4,17,18,0.0
2017,4,17,19,0.0
2017,4,17,20,0.0
2017,4,17,21,0.0
2017,4,17,22,0.0
2017,4,17,23,0.0
2017,4,18,0,0.0
2017,4,18,1,0.0
2017,4,18,2,0.0
2017,4,18,3,0.0
2017,4,18,4,0.0
2017,4,18,5,0.0
2017,4,18,6,31.09
2017,4,18,7,132.77
2017,4,18,8,232.62
2017,4,18,9,376.35
2017,4,18,10,548.93
2017,4,18,11,636.05
2017,4,18,12,618.49
2017,4,18,13,595.95
2017,4,18,14,492.82
2017,4,18,15,401.88
2017,4,18,16,261.79
2017,4,18,17,71.98
2017,4,18,18,0.0
2017,4,18,19,0.0
