YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN
2011,2,14,3,0.0
2011,2,14,4,0.0
2011,2,14,5,0.0
2011,2,14,6,19.56
2011,2,14,7,98.93
2011,2,14,8,260.52
2011,2,14,9,389.55
2011,2,14,10,613.49
2011,2,14,11,573.68
2011,2,14,12,390.02
2011,2,14,13,114.1
2011,2,14,14,267.08
2011,2,14,15,43.88
2011,2,14,16,27.38
2011,2,14,17,34.97
2011,2,14,18,3.34
2011,2,14,19,0.0
2011,2,14,20,0.0
2011,2,14,21,0.0
2011,2,14,22,0.0
2011,2,14,23,0.0
2011,2,15,0,0.0
2011,2,15,1,0.0
2011,2,15,2,0.0
2011,2,15,3,0.0
2011,2,15,4,0.0
2011,2,15,5,0.0
2011,2,15,6,5.82
2011,2,15,7,31.93
2011,2,15,8,152.66
2011,2,15,9,271.02
2011,2,15,10,379.22
2011,2,15,11,405.0
2011,2,15,12,494.53
2011,2,15,13,484.39
2011,2,15,14,463.11
2011,2,15,15,406.89
2011,2,15,16,241.87
2011,2,15,17,86.02
2011,2,15,18,4.58
2011,2,15,19,0.0
2011,2,15,20,0.0
2011,2,15,21,0.0
2011,2,15,22,0.0
2011,2,15,23,0.0
2011,2,16,0,0.0
2011,2,16,1,0.0
2011,2,16,2,0.0
2011,2,16,3,0.0
2011,2,16,4,0.0
2011,2,16,5,0.0
2011,2,16,6,11.73
2011,2,16,7,85.76
2011,2,16,8,217.14
2011,2,16,9,338.91
2011,2,16,10,456.88
2011,2,16,11,596.53
2011,2,16,12,572.09
2011,2,16,13,554.12
2011,2,16,14,502.49
2011,2,16,15,418.7
2011,2,16,16,239.4
2011,2,16,17,83.16
2011,2,16,18,4.5
2011,2,16,19,0.0
2011,2,16,20,0.0
2011,2,16,21,0.0
2011,2,16,22,0.0
2011,2,16,23,0.0
2011,2,17,0,0.0
2011,2,17,1,0.0
2011,2,17,2,0.0
2011,2,17,3,0.0
2011,2,17,4,0.0
2011,2,17,5,0.0
2011,2,17,6,16.0
2011,2,17,7,108.65
2011,2,17,8,248.62
2011,2,17,9,372.0
2011,2,17,10,486.45
2011,2,17,11,579.63
2011,2,17,12,643.21
2011,2,17,13,586.79
2011,2,17,14,146.32
2011,2,17,15,251.07
2011,2,17,16,87.68
2011,2,17,17,51.63
2011,2,17,18,5.52
2011,2,17,19,0.0
2011,2,17,20,0.0
2011,2,17,21,0.0
2011,2,17,22,0.0
2011,2,17,23,0.0
2011,2,18,0,0.0
2011,2,18,1,0.0
2011,2,18,2,0.0
2011,2,18,3,0.0
2011,2,18,4,0.0
2011,2,18,5,0.0
2011,2,18,6,29.11
2011,2,18,7,224.72
2011,2,18,8,456.23
2011,2,18,9,677.65
2011,2,18,10,808.33
2011,2,18,11,942.44
2011,2,18,12,855.18
2011,2,18,13,734.84
2011,2,18,14,675.24
2011,2,18,15,470.22
2011,2,18,16,300.75
2011,2,18,17,96.77
2011,2,18,18,6.05
2011,2,18,19,0.0
2011,2,18,20,0.0
2011,2,18,21,0.0
2011,2,18,22,0.0
2011,2,18,23,0.0
2011,2,19,0,0.0
2011,2,19,1,0.0
2011,2,19,2,0.0
2011,2,19,3,0.0
2011,2,19,4,0.0
2011,2,19,5,0.0
2011,2,19,6,7.05
2011,2,19,7,76.08
2011,2,19,8,217.45
2011,2,19,9,442.65
2011,2,19,10,677.23
2011,2,19,11,752.98
2011,2,19,12,737.58
2011,2,19,13,674.91
2011,2,19,14,589.74
2011,2,19,15,346.66
2011,2,19,16,206.67
2011,2,19,17,75.19
2011,2,19,18,6.45
2011,2,19,19,0.0
2011,2,19,20,0.0
2011,2,19,21,0.0
2011,2,19,22,0.0
2011,2,19,23,0.0
2011,2,20,0,0.0
2011,2,20,1,0.0
2011,2,20,2,0.0
2011,2,20,3,0.0
2011,2,20,4,0.0
2011,2,20,5,0.0
2011,2,20,6,22.01
2011,2,20,7,165.81
2011,2,20,8,352.57
2011,2,20,9,591.45
2011,2,20,10,741.82
2011,2,20,11,765.8
2011,2,20,12,714.52
2011,2,20,13,688.43
2011,2,20,14,515.02
2011,2,20,15,411.27
2011,2,20,16,243.04
2011,2,20,17,81.47
2011,2,20,18,4.61
2011,2,20,19,0.0
2011,2,20,20,0.0
2011,2,20,21,0.0
2011,2,20,22,0.0
2011,2,20,23,0.0
2011,2,21,0,0.0
2011,2,21,1,0.0
2011,2,21,2,0.0
2011,2,21,3,0.0
2011,2,21,4,0.0
2011,2,21,5,0.0
2011,2,21,6,6.29
2011,2,21,7,45.71
2011,2,21,8,113.39
2011,2,21,9,248.26
2011,2,21,10,433.84
2011,2,21,11,467.41
2011,2,21,12,654.7
2011,2,21,13,663.99
2011,2,21,14,530.52
2011,2,21,15,404.22
2011,2,21,16,215.92
2011,2,21,17,78.9
2011,2,21,18,5.25
2011,2,21,19,0.0
2011,2,21,20,0.0
2011,2,21,21,0.0
2011,2,21,22,0.0
2011,2,21,23,0.0
2011,2,22,0,0.0
2011,2,22,1,0.0
2011,2,22,2,0.0
2011,2,22,3,0.0
2011,2,22,4,0.0
2011,2,22,5,0.0
2011,2,22,6,13.25
2011,2,22,7,83.12
2011,2,22,8,181.49
2011,2,22,9,269.18
2011,2,22,10,403.78
2011,2,22,11,575.42
2011,2,22,12,688.14
2011,2,22,13,598.54
2011,2,22,14,462.05
2011,2,22,15,357.07
2011,2,22,16,206.95
2011,2,22,17,74.21
2011,2,22,18,6.37
2011,2,22,19,0.0
2011,2,22,20,0.0
2011,2,22,21,0.0
2011,2,22,22,0.0
2011,2,22,23,0.0
2011,2,23,0,0.0
2011,2,23,1,0.0
2011,2,23,2,0.0
2011,2,23,3,0.0
2011,2,23,4,0.0
2011,2,23,5,0.0
2011,2,23,6,19.93
2011,2,23,7,157.11
2011,2,23,8,302.05
2011,2,23,9,428.9
2011,2,23,10,567.02
2011,2,23,11,749.98
2011,2,23,12,766.5
2011,2,23,13,699.66
2011,2,23,14,674.05
2011,2,23,15,516.76
2011,2,23,16,308.98
2011,2,23,17,110.92
2011,2,23,18,6.77
2011,2,23,19,0.0
2011,2,23,20,0.0
2011,2,23,21,0.0
2011,2,23,22,0.0
2011,2,23,23,0.0
2011,2,24,0,0.0
2011,2,24,1,0.0
2011,2,24,2,0.0
2011,2,24,3,0.0
2011,2,24,4,0.0
2011,2,24,5,0.0
2011,2,24,6,15.11
2011,2,24,7,115.65
2011,2,24,8,273.45
2011,2,24,9,559.55
2011,2,24,10,742.78
2011,2,24,11,823.74
2011,2,24,12,710.58
2011,2,24,13,631.33
2011,2,24,14,543.53
2011,2,24,15,306.91
2011,2,24,16,180.93
2011,2,24,17,54.88
2011,2,24,18,5.2
2011,2,24,19,0.0
2011,2,24,20,0.0
2011,2,24,21,0.0
2011,2,24,22,0.0
2011,2,24,23,0.0
2011,2,25,0,0.0
2011,2,25,1,0.0
2011,2,25,2,0.0
2011,2,25,3,0.0
2011,2,25,4,0.0
2011,2,25,5,0.0
2011,2,25,6,12.16
2011,2,25,7,98.35
2011,2,25,8,268.55
2011,2,25,9,403.38
2011,2,25,10,489.37
2011,2,25,11,537.08
2011,2,25,12,508.36
2011,2,25,13,460.8
2011,2,25,14,477.74
2011,2,25,15,303.49
2011,2,25,16,156.05
2011,2,25,17,75.64
2011,2,25,18,5.63
2011,2,25,19,0.0
2011,2,25,20,0.0
2011,2,25,21,0.0
2011,2,25,22,0.0
2011,2,25,23,0.0
2011,2,26,0,0.0
2011,2,26,1,0.0
2011,2,26,2,0.0
2011,2,26,3,0.0
2011,2,26,4,0.0
2011,2,26,5,0.0
2011,2,26,6,14.32
2011,2,26,7,91.62
2011,2,26,8,194.6
2011,2,26,9,318.1
2011,2,26,10,334.44
2011,2,26,11,568.91
2011,2,26,12,165.52
2011,2,26,13,228.66
2011,2,26,14,241.8
2011,2,26,15,274.52
2011,2,26,16,186.79
2011,2,26,17,77.51
2011,2,26,18,6.29
2011,2,26,19,0.0
2011,2,26,20,0.0
2011,2,26,21,0.0
2011,2,26,22,0.0
2011,2,26,23,0.0
2011,2,27,0,0.0
2011,2,27,1,0.0
2011,2,27,2,0.0
2011,2,27,3,0.0
2011,2,27,4,0.0
2011,2,27,5,0.0
2011,2,27,6,21.2
2011,2,27,7,167.28
2011,2,27,8,333.18
2011,2,27,9,387.02
2011,2,27,10,456.42
2011,2,27,11,607.46
2011,2,27,12,631.9
2011,2,27,13,595.15
2011,2,27,14,209.09
2011,2,27,15,75.48
2011,2,27,16,41.93
2011,2,27,17,31.08
2011,2,27,18,5.73
2011,2,27,19,0.0
2011,2,27,20,0.0
2011,2,27,21,0.0
2011,2,27,22,0.0
2011,2,27,23,0.0
2011,2,28,0,0.0
2011,2,28,1,0.0
2011,2,28,2,0.0
2011,2,28,3,0.0
2011,2,28,4,0.0
2011,2,28,5,0.0
2011,2,28,6,18.57
2011,2,28,7,128.94
2011,2,28,8,296.05
2011,2,28,9,608.39
2011,2,28,10,768.48
2011,2,28,11,766.84
2011,2,28,12,759.58
2011,2,28,13,651.91
2011,2,28,14,573.13
2011,2,28,15,451.87
2011,2,28,16,275.66
2011,2,28,17,97.89
2011,2,28,18,6.6
2011,2,28,19,0.0
2011,2,28,20,0.0
2011,2,28,21,0.0
2011,2,28,22,0.0
2011,2,28,23,0.0
2011,3,1,0,0.0
2011,3,1,1,0.0
2011,3,1,2,0.0
2011,3,1,3,0.0
2011,3,1,4,0.0
2011,3,1,5,0.0
2011,3,1,6,20.67
2011,3,1,7,171.57
2011,3,1,8,394.37
2011,3,1,9,627.69
2011,3,1,10,749.19
2011,3,1,11,891.74
2011,3,1,12,797.91
2011,3,1,13,787.61
2011,3,1,14,636.73
2011,3,1,15,446.55
2011,3,1,16,284.99
2011,3,1,17,103.87
2011,3,1,18,7.15
2011,3,1,19,0.0
2011,3,1,20,0.0
2011,3,1,21,0.0
2011,3,1,22,0.0
2011,3,1,23,0.0
2011,3,2,0,0.0
2011,3,2,1,0.0
2011,3,2,2,0.0
2011,3,2,3,0.0
2011,3,2,4,0.0
2011,3,2,5,0.0
2011,3,2,6,28.49
2011,3,2,7,189.44
2011,3,2,8,422.45
2011,3,2,9,668.89
2011,3,2,10,807.02
2011,3,2,11,921.92
2011,3,2,12,886.02
2011,3,2,13,758.71
2011,3,2,14,702.61
2011,3,2,15,498.95
2011,3,2,16,309.92
2011,3,2,17,109.76
2011,3,2,18,6.3
2011,3,2,19,0.0
2011,3,2,20,0.0
2011,3,2,21,0.0
2011,3,2,22,0.0
2011,3,2,23,0.0
2011,3,3,0,0.0
2011,3,3,1,0.0
2011,3,3,2,0.0
2011,3,3,3,0.0
2011,3,3,4,0.0
2011,3,3,5,0.0
2011,3,3,6,30.79
2011,3,3,7,233.57
2011,3,3,8,482.2
2011,3,3,9,660.91
2011,3,3,10,812.13
2011,3,3,11,836.96
2011,3,3,12,847.59
2011,3,3,13,805.26
2011,3,3,14,626.81
2011,3,3,15,446.48
2011,3,3,16,255.84
2011,3,3,17,90.77
2011,3,3,18,6.0
2011,3,3,19,0.0
2011,3,3,20,0.0
2011,3,3,21,0.0
2011,3,3,22,0.0
2011,3,3,23,0.0
2011,3,4,0,0.0
2011,3,4,1,0.0
2011,3,4,2,0.0
2011,3,4,3,0.0
2011,3,4,4,0.0
2011,3,4,5,0.0
2011,3,4,6,12.11
2011,3,4,7,82.12
2011,3,4,8,223.23
2011,3,4,9,420.99
2011,3,4,10,603.98
2011,3,4,11,640.8
2011,3,4,12,541.89
2011,3,4,13,391.32
2011,3,4,14,374.78
2011,3,4,15,88.38
2011,3,4,16,51.41
2011,3,4,17,48.09
2011,3,4,18,5.78
2011,3,4,19,0.0
2011,3,4,20,0.0
2011,3,4,21,0.0
2011,3,4,22,0.0
2011,3,4,23,0.0
2011,3,5,0,0.0
2011,3,5,1,0.0
2011,3,5,2,0.0
2011,3,5,3,0.0
2011,3,5,4,0.0
2011,3,5,5,0.0
2011,3,5,6,10.8
2011,3,5,7,62.23
2011,3,5,8,162.58
2011,3,5,9,301.91
2011,3,5,10,436.98
2011,3,5,11,584.62
2011,3,5,12,633.82
2011,3,5,13,652.77
2011,3,5,14,615.8
2011,3,5,15,498.35
2011,3,5,16,299.67
2011,3,5,17,110.83
2011,3,5,18,6.94
2011,3,5,19,0.0
2011,3,5,20,0.0
2011,3,5,21,0.0
2011,3,5,22,0.0
2011,3,5,23,0.0
2011,3,6,0,0.0
2011,3,6,1,0.0
2011,3,6,2,0.0
2011,3,6,3,0.0
2011,3,6,4,0.0
2011,3,6,5,0.0
2011,3,6,6,8.18
2011,3,6,7,45.58
2011,3,6,8,100.42
2011,3,6,9,239.32
2011,3,6,10,381.41
2011,3,6,11,648.48
2011,3,6,12,665.99
2011,3,6,13,661.59
2011,3,6,14,586.72
2011,3,6,15,419.88
2011,3,6,16,237.84
2011,3,6,17,81.84
2011,3,6,18,6.4
2011,3,6,19,0.0
2011,3,6,20,0.0
2011,3,6,21,0.0
2011,3,6,22,0.0
2011,3,6,23,0.0
2011,3,7,0,0.0
2011,3,7,1,0.0
2011,3,7,2,0.0
2011,3,7,3,0.0
2011,3,7,4,0.0
2011,3,7,5,0.0
2011,3,7,6,12.84
2011,3,7,7,118.04
2011,3,7,8,286.67
2011,3,7,9,482.21
2011,3,7,10,590.95
2011,3,7,11,702.18
2011,3,7,12,706.44
2011,3,7,13,632.25
2011,3,7,14,503.31
2011,3,7,15,348.52
2011,3,7,16,199.16
2011,3,7,17,69.11
2011,3,7,18,6.16
2011,3,7,19,0.0
2011,3,7,20,0.0
2011,3,7,21,0.0
2011,3,7,22,0.0
2011,3,7,23,0.0
2011,3,8,0,0.0
2011,3,8,1,0.0
2011,3,8,2,0.0
2011,3,8,3,0.0
2011,3,8,4,0.0
2011,3,8,5,0.0
2011,3,8,6,14.16
2011,3,8,7,70.52
2011,3,8,8,193.3
2011,3,8,9,322.8
2011,3,8,10,432.0
2011,3,8,11,631.95
2011,3,8,12,638.59
2011,3,8,13,547.72
2011,3,8,14,204.47
2011,3,8,15,100.84
2011,3,8,16,46.57
2011,3,8,17,37.12
2011,3,8,18,0.0
2011,3,8,19,0.0
2011,3,8,20,0.0
2011,3,8,21,0.0
2011,3,8,22,0.0
2011,3,8,23,0.0
2011,3,9,0,0.0
2011,3,9,1,0.0
2011,3,9,2,0.0
2011,3,9,3,0.0
2011,3,9,4,0.0
2011,3,9,5,0.0
2011,3,9,6,5.9
2011,3,9,7,33.86
2011,3,9,8,74.68
2011,3,9,9,55.7
2011,3,9,10,94.1
2011,3,9,11,96.4
2011,3,9,12,374.12
2011,3,9,13,387.45
2011,3,9,14,296.33
2011,3,9,15,103.87
2011,3,9,16,53.57
2011,3,9,17,54.38
2011,3,9,18,0.0
2011,3,9,19,0.0
2011,3,9,20,0.0
2011,3,9,21,0.0
2011,3,9,22,0.0
2011,3,9,23,0.0
2011,3,10,0,0.0
2011,3,10,1,0.0
2011,3,10,2,0.0
2011,3,10,3,0.0
2011,3,10,4,0.0
2011,3,10,5,0.0
2011,3,10,6,15.61
2011,3,10,7,96.32
2011,3,10,8,214.68
2011,3,10,9,369.61
2011,3,10,10,512.07
2011,3,10,11,710.68
2011,3,10,12,702.16
2011,3,10,13,644.62
2011,3,10,14,566.99
2011,3,10,15,437.29
2011,3,10,16,253.61
2011,3,10,17,92.68
2011,3,10,18,0.0
2011,3,10,19,0.0
2011,3,10,20,0.0
2011,3,10,21,0.0
2011,3,10,22,0.0
2011,3,10,23,0.0
2011,3,11,0,0.0
2011,3,11,1,0.0
2011,3,11,2,0.0
2011,3,11,3,0.0
2011,3,11,4,0.0
2011,3,11,5,0.0
2011,3,11,6,28.92
2011,3,11,7,201.91
2011,3,11,8,390.36
2011,3,11,9,579.98
2011,3,11,10,735.35
2011,3,11,11,869.48
2011,3,11,12,872.14
2011,3,11,13,774.36
2011,3,11,14,674.01
2011,3,11,15,473.66
2011,3,11,16,275.14
2011,3,11,17,119.55
2011,3,11,18,0.0
2011,3,11,19,0.0
2011,3,11,20,0.0
2011,3,11,21,0.0
2011,3,11,22,0.0
2011,3,11,23,0.0
2011,3,12,0,0.0
2011,3,12,1,0.0
2011,3,12,2,0.0
2011,3,12,3,0.0
2011,3,12,4,0.0
2011,3,12,5,0.0
2011,3,12,6,9.54
2011,3,12,7,88.16
2011,3,12,8,201.31
2011,3,12,9,407.19
2011,3,12,10,552.84
2011,3,12,11,738.84
2011,3,12,12,733.53
2011,3,12,13,661.22
2011,3,12,14,573.29
2011,3,12,15,463.28
2011,3,12,16,281.88
2011,3,12,17,97.45
2011,3,12,18,0.0
2011,3,12,19,0.0
2011,3,12,20,0.0
2011,3,12,21,0.0
2011,3,12,22,0.0
2011,3,12,23,0.0
2011,3,13,0,0.0
2011,3,13,1,0.0
2011,3,13,2,0.0
2011,3,13,3,0.0
2011,3,13,4,0.0
2011,3,13,5,0.0
2011,3,13,6,24.55
2011,3,13,7,176.98
2011,3,13,8,389.52
2011,3,13,9,638.59
2011,3,13,10,761.3
2011,3,13,11,878.21
2011,3,13,12,884.61
2011,3,13,13,768.45
2011,3,13,14,727.03
2011,3,13,15,501.14
2011,3,13,16,314.8
2011,3,13,17,123.56
2011,3,13,18,0.0
2011,3,13,19,0.0
2011,3,13,20,0.0
2011,3,13,21,0.0
2011,3,13,22,0.0
2011,3,13,23,0.0
2011,3,14,0,0.0
2011,3,14,1,0.0
2011,3,14,2,0.0
2011,3,14,3,0.0
2011,3,14,4,0.0
2011,3,14,5,0.0
2011,3,14,6,32.66
2011,3,14,7,223.16
2011,3,14,8,470.15
2011,3,14,9,668.41
2011,3,14,10,838.05
2011,3,14,11,844.78
2011,3,14,12,854.45
2011,3,14,13,796.41
2011,3,14,14,582.69
2011,3,14,15,494.99
2011,3,14,16,306.39
2011,3,14,17,107.68
2011,3,14,18,0.0
2011,3,14,19,0.0
2011,3,14,20,0.0
2011,3,14,21,0.0
2011,3,14,22,0.0
2011,3,14,23,0.0
2011,3,15,0,0.0
2011,3,15,1,0.0
2011,3,15,2,0.0
2011,3,15,3,0.0
2011,3,15,4,0.0
2011,3,15,5,0.0
2011,3,15,6,35.48
2011,3,15,7,234.66
2011,3,15,8,506.5
2011,3,15,9,731.59
2011,3,15,10,899.27
2011,3,15,11,872.46
2011,3,15,12,865.9
2011,3,15,13,825.24
2011,3,15,14,661.06
2011,3,15,15,535.07
2011,3,15,16,312.27
2011,3,15,17,110.05
2011,3,15,18,0.0
2011,3,15,19,0.0
2011,3,15,20,0.0
2011,3,15,21,0.0
2011,3,15,22,0.0
2011,3,15,23,0.0
2011,3,16,0,0.0
2011,3,16,1,0.0
2011,3,16,2,0.0
2011,3,16,3,0.0
2011,3,16,4,0.0
2011,3,16,5,0.0
2011,3,16,6,32.74
2011,3,16,7,231.23
2011,3,16,8,503.68
2011,3,16,9,716.55
2011,3,16,10,866.6
2011,3,16,11,888.0
2011,3,16,12,834.48
2011,3,16,13,742.77
2011,3,16,14,622.06
2011,3,16,15,446.21
2011,3,16,16,251.3
2011,3,16,17,98.16
2011,3,16,18,0.0
2011,3,16,19,0.0
2011,3,16,20,0.0
2011,3,16,21,0.0
2011,3,16,22,0.0
2011,3,16,23,0.0
2011,3,17,0,0.0
2011,3,17,1,0.0
2011,3,17,2,0.0
2011,3,17,3,0.0
2011,3,17,4,0.0
2011,3,17,5,0.0
2011,3,17,6,25.98
2011,3,17,7,164.59
2011,3,17,8,355.38
2011,3,17,9,609.91
2011,3,17,10,741.84
2011,3,17,11,868.9
2011,3,17,12,800.73
2011,3,17,13,688.73
2011,3,17,14,624.04
2011,3,17,15,480.8
2011,3,17,16,282.99
2011,3,17,17,88.72
2011,3,17,18,0.0
2011,3,17,19,0.0
2011,3,17,20,0.0
2011,3,17,21,0.0
2011,3,17,22,0.0
2011,3,17,23,0.0
2011,3,18,0,0.0
2011,3,18,1,0.0
2011,3,18,2,0.0
2011,3,18,3,0.0
2011,3,18,4,0.0
2011,3,18,5,0.0
2011,3,18,6,23.09
2011,3,18,7,127.38
2011,3,18,8,275.12
2011,3,18,9,468.43
2011,3,18,10,644.88
2011,3,18,11,714.6
2011,3,18,12,616.43
2011,3,18,13,480.45
2011,3,18,14,455.56
2011,3,18,15,343.82
2011,3,18,16,203.3
2011,3,18,17,69.59
2011,3,18,18,0.0
2011,3,18,19,0.0
2011,3,18,20,0.0
2011,3,18,21,0.0
2011,3,18,22,0.0
2011,3,18,23,0.0
2011,3,19,0,0.0
2011,3,19,1,0.0
2011,3,19,2,0.0
2011,3,19,3,0.0
2011,3,19,4,0.0
2011,3,19,5,0.0
2011,3,19,6,11.31
2011,3,19,7,64.2
2011,3,19,8,126.46
2011,3,19,9,189.66
2011,3,19,10,217.91
2011,3,19,11,423.12
2011,3,19,12,436.77
2011,3,19,13,498.38
2011,3,19,14,471.74
2011,3,19,15,341.65
2011,3,19,16,168.44
2011,3,19,17,56.15
2011,3,19,18,0.0
2011,3,19,19,0.0
2011,3,19,20,0.0
2011,3,19,21,0.0
2011,3,19,22,0.0
2011,3,19,23,0.0
2011,3,20,0,0.0
2011,3,20,1,0.0
2011,3,20,2,0.0
2011,3,20,3,0.0
2011,3,20,4,0.0
2011,3,20,5,0.0
2011,3,20,6,21.17
2011,3,20,7,93.5
2011,3,20,8,222.85
2011,3,20,9,183.65
2011,3,20,10,205.56
2011,3,20,11,158.2
2011,3,20,12,140.51
2011,3,20,13,121.72
2011,3,20,14,212.1
2011,3,20,15,207.48
2011,3,20,16,161.78
2011,3,20,17,59.38
2011,3,20,18,0.0
2011,3,20,19,0.0
2011,3,20,20,0.0
2011,3,20,21,0.0
2011,3,20,22,0.0
2011,3,20,23,0.0
2011,3,21,0,0.0
2011,3,21,1,0.0
2011,3,21,2,0.0
2011,3,21,3,0.0
2011,3,21,4,0.0
2011,3,21,5,0.0
2011,3,21,6,19.96
2011,3,21,7,124.88
2011,3,21,8,251.08
2011,3,21,9,492.68
2011,3,21,10,683.12
2011,3,21,11,796.02
2011,3,21,12,757.08
2011,3,21,13,653.05
2011,3,21,14,418.02
2011,3,21,15,424.21
2011,3,21,16,230.94
2011,3,21,17,84.24
2011,3,21,18,0.0
2011,3,21,19,0.0
2011,3,21,20,0.0
2011,3,21,21,0.0
2011,3,21,22,0.0
2011,3,21,23,0.0
2011,3,22,0,0.0
2011,3,22,1,0.0
2011,3,22,2,0.0
2011,3,22,3,0.0
2011,3,22,4,0.0
2011,3,22,5,0.0
2011,3,22,6,33.38
2011,3,22,7,184.38
2011,3,22,8,382.27
2011,3,22,9,560.77
2011,3,22,10,685.67
2011,3,22,11,854.76
2011,3,22,12,853.91
2011,3,22,13,802.48
2011,3,22,14,597.45
2011,3,22,15,385.14
2011,3,22,16,225.16
2011,3,22,17,70.2
2011,3,22,18,0.0
2011,3,22,19,0.0
2011,3,22,20,0.0
2011,3,22,21,0.0
2011,3,22,22,0.0
2011,3,22,23,0.0
2011,3,23,0,0.0
2011,3,23,1,0.0
2011,3,23,2,0.0
2011,3,23,3,0.0
2011,3,23,4,0.0
2011,3,23,5,0.0
2011,3,23,6,9.45
2011,3,23,7,73.6
2011,3,23,8,125.82
2011,3,23,9,164.55
2011,3,23,10,240.25
2011,3,23,11,288.83
2011,3,23,12,543.0
2011,3,23,13,553.01
2011,3,23,14,391.38
2011,3,23,15,334.77
2011,3,23,16,189.35
2011,3,23,17,69.22
2011,3,23,18,0.0
2011,3,23,19,0.0
2011,3,23,20,0.0
2011,3,23,21,0.0
2011,3,23,22,0.0
2011,3,23,23,0.0
2011,3,24,0,0.0
2011,3,24,1,0.0
2011,3,24,2,0.0
2011,3,24,3,0.0
2011,3,24,4,0.0
2011,3,24,5,0.0
2011,3,24,6,22.63
2011,3,24,7,104.75
2011,3,24,8,229.55
2011,3,24,9,265.43
2011,3,24,10,296.45
2011,3,24,11,537.59
2011,3,24,12,666.24
2011,3,24,13,662.88
2011,3,24,14,500.53
2011,3,24,15,339.73
2011,3,24,16,193.87
2011,3,24,17,53.7
2011,3,24,18,0.0
2011,3,24,19,0.0
2011,3,24,20,0.0
2011,3,24,21,0.0
2011,3,24,22,0.0
2011,3,24,23,0.0
2011,3,25,0,0.0
2011,3,25,1,0.0
2011,3,25,2,0.0
2011,3,25,3,0.0
2011,3,25,4,0.0
2011,3,25,5,0.0
2011,3,25,6,17.82
2011,3,25,7,87.8
2011,3,25,8,209.8
2011,3,25,9,288.17
2011,3,25,10,411.67
2011,3,25,11,425.15
2011,3,25,12,738.16
2011,3,25,13,665.93
2011,3,25,14,639.03
2011,3,25,15,461.38
2011,3,25,16,276.15
2011,3,25,17,87.69
2011,3,25,18,0.0
2011,3,25,19,0.0
2011,3,25,20,0.0
2011,3,25,21,0.0
2011,3,25,22,0.0
2011,3,25,23,0.0
2011,3,26,0,0.0
2011,3,26,1,0.0
2011,3,26,2,0.0
2011,3,26,3,0.0
2011,3,26,4,0.0
2011,3,26,5,0.0
2011,3,26,6,9.44
2011,3,26,7,76.88
2011,3,26,8,136.65
2011,3,26,9,209.96
2011,3,26,10,278.89
2011,3,26,11,418.77
2011,3,26,12,480.03
2011,3,26,13,369.22
2011,3,26,14,515.03
2011,3,26,15,461.38
2011,3,26,16,288.5
2011,3,26,17,86.08
2011,3,26,18,0.0
2011,3,26,19,0.0
2011,3,26,20,0.0
2011,3,26,21,0.0
2011,3,26,22,0.0
2011,3,26,23,0.0
2011,3,27,0,0.0
2011,3,27,1,0.0
2011,3,27,2,0.0
2011,3,27,3,0.0
2011,3,27,4,0.0
2011,3,27,5,0.0
2011,3,27,6,34.15
2011,3,27,7,200.95
2011,3,27,8,434.44
2011,3,27,9,637.68
2011,3,27,10,655.46
2011,3,27,11,700.16
2011,3,27,12,698.93
2011,3,27,13,571.48
2011,3,27,14,323.45
2011,3,27,15,242.04
2011,3,27,16,205.37
2011,3,27,17,77.34
2011,3,27,18,0.0
2011,3,27,19,0.0
2011,3,27,20,0.0
2011,3,27,21,0.0
2011,3,27,22,0.0
2011,3,27,23,0.0
2011,3,28,0,0.0
2011,3,28,1,0.0
2011,3,28,2,0.0
2011,3,28,3,0.0
2011,3,28,4,0.0
2011,3,28,5,0.0
2011,3,28,6,14.77
2011,3,28,7,56.05
2011,3,28,8,74.86
2011,3,28,9,93.85
2011,3,28,10,228.71
2011,3,28,11,481.38
2011,3,28,12,419.26
2011,3,28,13,468.38
2011,3,28,14,493.45
2011,3,28,15,497.41
2011,3,28,16,285.19
2011,3,28,17,82.95
2011,3,28,18,0.0
2011,3,28,19,0.0
2011,3,28,20,0.0
2011,3,28,21,0.0
2011,3,28,22,0.0
2011,3,28,23,0.0
2011,3,29,0,0.0
2011,3,29,1,0.0
2011,3,29,2,0.0
2011,3,29,3,0.0
2011,3,29,4,0.0
2011,3,29,5,0.0
2011,3,29,6,23.41
2011,3,29,7,113.41
2011,3,29,8,243.24
2011,3,29,9,385.66
2011,3,29,10,493.71
2011,3,29,11,633.57
2011,3,29,12,654.64
2011,3,29,13,635.09
2011,3,29,14,641.47
2011,3,29,15,516.42
2011,3,29,16,303.97
2011,3,29,17,96.49
2011,3,29,18,0.0
2011,3,29,19,0.0
2011,3,29,20,0.0
2011,3,29,21,0.0
2011,3,29,22,0.0
2011,3,29,23,0.0
2011,3,30,0,0.0
2011,3,30,1,0.0
2011,3,30,2,0.0
2011,3,30,3,0.0
2011,3,30,4,0.0
2011,3,30,5,0.0
2011,3,30,6,13.95
2011,3,30,7,62.17
2011,3,30,8,84.41
2011,3,30,9,41.09
2011,3,30,10,48.96
2011,3,30,11,235.45
2011,3,30,12,159.86
2011,3,30,13,195.87
2011,3,30,14,192.52
2011,3,30,15,300.68
2011,3,30,16,195.13
2011,3,30,17,62.66
2011,3,30,18,0.0
2011,3,30,19,0.0
2011,3,30,20,0.0
